run_id,simulation_commit,git_dirty,schedule_hash,matches,attempt_1_completed,retries,elapsed_wall_seconds,result_documents,telemetry_records,event_records,replays,replay_final_tick,end_reason,natural_winners,collapsed_factions,planner_transitions,planner_requests,technology_completions,trade_shipments,artifact_directory
ai003-candidate-112-v2,0afb8b5c6785052aeeb274dff87f6aacb343f0e8,false,15eeddf1eb8fa7cbdb79ce7e9fa9f167fd76604095e58cd4c127378e31c1a9b0,112,112,0,804.568,112,1456,10959,4,12000,world-tick-limit,0,15,1141,1034,626,0,/Users/helenshkirenko/Universe/simulation-runs/ai003-candidate-112-v2
