run_id,simulation_commit,git_dirty,schedule_hash,matches,attempt_1_completed,retries,elapsed_wall_seconds,result_documents,telemetry_records,event_records,replays,replay_final_tick,end_reason,natural_winners,collapsed_factions,planner_transitions,planner_requests,technology_completions,trade_shipments,artifact_directory
ai003-candidate-112-v1,bfee94946694e100d7532f7d998cc034d0bdfbe4,false,0594982a2ee0b929344ec0120f02f9b91c2f65d87815c966571c7cd132386eb7,112,112,0,795.208,112,1456,11388,4,12000,world-tick-limit,0,13,1279,1894,120,8,/Users/helenshkirenko/Universe/simulation-runs/ai003-candidate-112-v1
