date,simulation_commit,git_dirty,schedule_hash,matches,player_observations,maps,rotations,seeds_per_cell,max_world_ticks,telemetry_interval,workers,completed,attempt_1,infrastructure_failures,retries,elapsed_wall_seconds,result_records,telemetry_records,event_records,retained_replays,end_reason,natural_wins,score_leads_aggressor,score_leads_economist,score_leads_technologist,score_leads_fortress,collapsed_factions,engine_loss_collapses,civil_threshold_collapses,war_relations_mean,war_relations_ci_low,war_relations_ci_high,trade_volume_mean,trade_volume_ci_low,trade_volume_ci_high,notes
2026-07-29,3308752a5c8f4a340b05d416f09b8ffc8ced2d3e,false,87df1f0513b4da6c9516bf64ce8c6f2f4167d70dad78a9a593ed6b90eb71e3bf,112,448,4,4,7,12000,1000,4,112,112,0,0,522.827,112,1456,8574,4,world-tick-limit,0,29,31,20,32,15,1,14,1.295,1.196,1.402,1.902,0.205,4.108,All 112 matches completed from one clean commit; score leads are timed leaders and not natural wins
