run_id,simulation_commit,git_dirty,schedule_hash,matches,attempt_1_completed,retries,elapsed_wall_seconds,result_documents,telemetry_records,event_records,replays,replay_final_tick,end_reason,natural_winners,collapsed_factions,planner_transitions,planner_requests,technology_completions,trade_shipments,artifact_directory
ai003-candidate-112-v3,947fe44647eb642247f59aec88e19dd87a52dc54,false,52980917f42dfa7ff8cc122843d4f746655076fc25587eebcd05bfe9536c7621,112,112,0,508.710,112,1456,10955,4,12000,world-tick-limit,0,15,1140,1033,626,0,/Users/helenshkirenko/Universe/simulation-runs/ai003-candidate-112-v3
